Year,Airline,Country,No of tourist
2013,Fly Dubai,Czech Republic,53
2013,Fly Dubai,Denmark,76
2013,Fly Dubai,France,431
2013,Fly Dubai,Germany,720
2013,Fly Dubai,India,"2,234"
2013,Fly Dubai,Israel,86
2013,Fly Dubai,Italy,177
2013,Fly Dubai,Japan,98
2013,Fly Dubai,Malaysia,186
2013,Fly Dubai,Netherland,269
2013,Fly Dubai,New Zealand,165
2013,Fly Dubai,Norway,46
2013,Fly Dubai,Pakistan,347
2013,Fly Dubai,Poland,72
2013,Fly Dubai,Republic of Korea,80
2013,Fly Dubai,Russian Federation,777
2013,Fly Dubai,Singapore,46
2013,Fly Dubai,Spain,285
2013,Fly Dubai,Sri Lanka,46
2013,Fly Dubai,Sweden,75
2013,Fly Dubai,Switzerland,222
2013,Fly Dubai,Thailand,13
2013,Fly Dubai,Taiwan,34
2013,Fly Dubai,UK,"1,639"
2013,Fly Dubai,USA,"2,776"
2013,Fly Dubai,Other,"2,796"
2013,Air Arabia,Australia,57
2013,Air Arabia,Austria,8
2013,Air Arabia,Bangladesh,85
2013,Air Arabia,Belgium,56
2013,Air Arabia,Canada,87
2013,Air Arabia,China,59
2013,Air Arabia,Czech Republic,36
2013,Air Arabia,Denmark,14
2013,Air Arabia,France,134
2013,Air Arabia,Germany,142
2013,Air Arabia,India,"1,598"
2013,Air Arabia,Israel,21
2013,Air Arabia,Italy,19
2013,Air Arabia,Japan,42
2013,Air Arabia,Malaysia,19
2013,Air Arabia,Netherland,12
2013,Air Arabia,New Zealand,11
2013,Air Arabia,Norway,7
2013,Air Arabia,Pakistan,318
2013,Air Arabia,Poland,21
2013,Air Arabia,Republic of Korea,45
2013,Air Arabia,Russian Federation,941
2013,Air Arabia,Singapore,7
2013,Air Arabia,Spain,50
2013,Air Arabia,Sri Lanka,48
2013,Air Arabia,Sweden,21
2013,Air Arabia,Switzerland,18
2013,Air Arabia,Thailand,3
2013,Air Arabia,Taiwan,12
2013,Air Arabia,UK,205
2013,Air Arabia,USA,178
2013,Air Arabia,Other,"1,656"
2013,Gulf Air,Australia,39
2013,Gulf Air,Austria,8
2013,Gulf Air,Bangladesh,8
2013,Gulf Air,Belgium,85
2013,Gulf Air,Canada,225
2013,Gulf Air,China,110
2013,Gulf Air,Czech Republic,0
2013,Gulf Air,Denmark,"1,887"
2013,Gulf Air,France,692
2013,Gulf Air,Germany,762
2013,Gulf Air,India,228
2013,Gulf Air,Israel,63
2013,Gulf Air,Italy,35
2013,Gulf Air,Japan,16
2013,Gulf Air,Malaysia,0
2013,Gulf Air,Netherland,72
2013,Gulf Air,New Zealand,48
2013,Gulf Air,Norway,242
2013,Gulf Air,Pakistan,89
2013,Gulf Air,Poland,12
2013,Gulf Air,Republic of Korea,35
2013,Gulf Air,Russian Federation,0
2013,Gulf Air,Singapore,0
2013,Gulf Air,Spain,49
2013,Gulf Air,Sri Lanka,58
2013,Gulf Air,Sweden,139
2013,Gulf Air,Switzerland,0
2013,Gulf Air,Thailand,0
2013,Gulf Air,Taiwan,0
2013,Gulf Air,UK,530
2013,Gulf Air,USA,"3,448"
2013,Gulf Air,Other,"1,390"
2013,Indian Airlines,Australia,"1,584"
2013,Indian Airlines,Austria,527
2013,Indian Airlines,Bangladesh,187
2013,Indian Airlines,Belgium,402
2013,Indian Airlines,Canada,"1,170"
2013,Indian Airlines,China,"2,025"
2013,Indian Airlines,Czech Republic,91
2013,Indian Airlines,Denmark,343
2013,Indian Airlines,France,"5,063"
2013,Indian Airlines,Germany,"2,968"
2013,Indian Airlines,India,"40,903"
2013,Indian Airlines,Israel,709
2013,Indian Airlines,Italy,"2,651"
2013,Indian Airlines,Japan,809
2013,Indian Airlines,Malaysia,254
2013,Indian Airlines,Netherland,641
2013,Indian Airlines,New Zealand,176
2013,Indian Airlines,Norway,228
2013,Indian Airlines,Pakistan,53
2013,Indian Airlines,Poland,331
2013,Indian Airlines,Republic of Korea,874
2013,Indian Airlines,Russian Federation,"1,117"
2013,Indian Airlines,Singapore,122
2013,Indian Airlines,Spain,"2,309"
2013,Indian Airlines,Sri Lanka,97
2013,Indian Airlines,Sweden,277
2013,Indian Airlines,Switzerland,421
2013,Indian Airlines,Thailand,176
2013,Indian Airlines,Taiwan,278
2013,Indian Airlines,UK,"4,111"
2013,Indian Airlines,USA,"7,503"
2013,Indian Airlines,Other,"6,320"
2013,King Fisher,Australia,0
2013,King Fisher,Austria,0
2013,King Fisher,Bangladesh,548
2013,King Fisher,Belgium,0
2013,King Fisher,Canada,0
2013,King Fisher,China,185
2013,King Fisher,Czech Republic,0
2013,King Fisher,Denmark,0
2013,King Fisher,France,188
2013,King Fisher,Germany,0
2013,King Fisher,India,0
2013,King Fisher,Israel,0
2013,King Fisher,Italy,0
2013,King Fisher,Japan,0
2013,King Fisher,Malaysia,0
2013,King Fisher,Netherland,0
2013,King Fisher,New Zealand,0
2013,King Fisher,Norway,0
2013,King Fisher,Pakistan,0
2013,King Fisher,Poland,0
2013,King Fisher,Republic of Korea,0
2013,King Fisher,Russian Federation,0
2013,King Fisher,Singapore,0
2013,King Fisher,Spain,0
2013,King Fisher,Sri Lanka,0
2013,King Fisher,Sweden,0
2013,King Fisher,Switzerland,0
2013,King Fisher,Thailand,0
2013,King Fisher,Taiwan,0
2013,King Fisher,UK,0
2013,King Fisher,USA,984
2013,King Fisher,Other,0
2013,Druk Air,Australia,439
2013,Druk Air,Austria,83
2013,Druk Air,Bangladesh,192
2013,Druk Air,Belgium,303
2013,Druk Air,Canada,365
2013,Druk Air,China,"2,537"
2013,Druk Air,Czech Republic,46
2013,Druk Air,Denmark,57
2013,Druk Air,France,410
2013,Druk Air,Germany,823
2013,Druk Air,India,"1,257"
2013,Druk Air,Israel,46
2013,Druk Air,Italy,288
2013,Druk Air,Japan,239
2013,Druk Air,Malaysia,"1,655"
2013,Druk Air,Netherland,262
2013,Druk Air,New Zealand,29
2013,Druk Air,Norway,22
2013,Druk Air,Pakistan,25
2013,Druk Air,Poland,37
2013,Druk Air,Republic of Korea,168
2013,Druk Air,Russian Federation,302
2013,Druk Air,Singapore,94
2013,Druk Air,Spain,263
2013,Druk Air,Sri Lanka,10
2013,Druk Air,Sweden,280
2013,Druk Air,Switzerland,166
2013,Druk Air,Thailand,26
2013,Druk Air,Taiwan,251
2013,Druk Air,UK,953
2013,Druk Air,USA,"1,561"
2013,Druk Air,Other,"5,604"
2013,Korean Air,Australia,116
2013,Korean Air,Austria,0
2013,Korean Air,Bangladesh,56
2013,Korean Air,Belgium,5
2013,Korean Air,Canada,224
2013,Korean Air,China,996
2013,Korean Air,Czech Republic,9
2013,Korean Air,Denmark,6
2013,Korean Air,France,54
2013,Korean Air,Germany,27
2013,Korean Air,India,121
2013,Korean Air,Israel,9
2013,Korean Air,Italy,8
2013,Korean Air,Japan,"2,287"
2013,Korean Air,Malaysia,39
2013,Korean Air,Netherland,11
2013,Korean Air,New Zealand,14
2013,Korean Air,Norway,14
2013,Korean Air,Pakistan,23
2013,Korean Air,Poland,1
2013,Korean Air,Republic of Korea,"10,004"
2013,Korean Air,Russian Federation,44
2013,Korean Air,Singapore,7
2013,Korean Air,Spain,15
2013,Korean Air,Sri Lanka,2
2013,Korean Air,Sweden,16
2013,Korean Air,Switzerland,8
2013,Korean Air,Thailand,1
2013,Korean Air,Taiwan,164
2013,Korean Air,UK,110
2013,Korean Air,USA,"1,279"
2013,Korean Air,Other,"1,881"
2013,Silk Air,Australia,"2,583"
2013,Silk Air,Austria,15
2013,Silk Air,Bangladesh,41
2013,Silk Air,Belgium,12
2013,Silk Air,Canada,142
2013,Silk Air,China,129
2013,Silk Air,Czech Republic,3
2013,Silk Air,Denmark,20
2013,Silk Air,France,104
2013,Silk Air,Germany,113
2013,Silk Air,India,394
2013,Silk Air,Israel,26
2013,Silk Air,Italy,26
2013,Silk Air,Japan,709
2013,Silk Air,Malaysia,"1,330"
2013,Silk Air,Netherland,236
2013,Silk Air,New Zealand,376
2013,Silk Air,Norway,18
2013,Silk Air,Pakistan,21
2013,Silk Air,Poland,4
2013,Silk Air,Republic of Korea,416
2013,Silk Air,Russian Federation,21
2013,Silk Air,Singapore,"2,415"
2013,Silk Air,Spain,43
2013,Silk Air,Sri Lanka,63
2013,Silk Air,Sweden,32
2013,Silk Air,Switzerland,27
2013,Silk Air,Thailand,7
2013,Silk Air,Taiwan,40
2013,Silk Air,UK,377
2013,Silk Air,USA,"2,235"
2013,Silk Air,Other,749
2013,Nepal Airlines,Australia,238
2013,Nepal Airlines,Austria,33
2013,Nepal Airlines,Bangladesh,67
2013,Nepal Airlines,Belgium,30
2013,Nepal Airlines,Canada,281
2013,Nepal Airlines,China,"3,512"
2013,Nepal Airlines,Czech Republic,3
2013,Nepal Airlines,Denmark,34
2013,Nepal Airlines,France,156
2013,Nepal Airlines,Germany,106
2013,Nepal Airlines,India,754
2013,Nepal Airlines,Israel,650
2013,Nepal Airlines,Italy,46
2013,Nepal Airlines,Japan,230
2013,Nepal Airlines,Malaysia,"1,977"
2013,Nepal Airlines,Netherland,105
2013,Nepal Airlines,New Zealand,123
2013,Nepal Airlines,Norway,11
2013,Nepal Airlines,Pakistan,27
2013,Nepal Airlines,Poland,14
2013,Nepal Airlines,Republic of Korea,874
2013,Nepal Airlines,Russian Federation,129
2013,Nepal Airlines,Singapore,95
2013,Nepal Airlines,Spain,48
2013,Nepal Airlines,Sri Lanka,22
2013,Nepal Airlines,Sweden,32
2013,Nepal Airlines,Switzerland,42
2013,Nepal Airlines,Thailand,553
2013,Nepal Airlines,Taiwan,"1,139"
2013,Nepal Airlines,UK,"1,088"
2013,Nepal Airlines,USA,381
2013,Nepal Airlines,Other,725
2013,Pakistan Int'l Airlines,Australia,4
2013,Pakistan Int'l Airlines,Austria,0
2013,Pakistan Int'l Airlines,Bangladesh,28
2013,Pakistan Int'l Airlines,Belgium,9
2013,Pakistan Int'l Airlines,Canada,27
2013,Pakistan Int'l Airlines,China,26
2013,Pakistan Int'l Airlines,Czech Republic,0
2013,Pakistan Int'l Airlines,Denmark,0
2013,Pakistan Int'l Airlines,France,0
2013,Pakistan Int'l Airlines,Germany,10
2013,Pakistan Int'l Airlines,India,7
2013,Pakistan Int'l Airlines,Israel,0
2013,Pakistan Int'l Airlines,Italy,2
2013,Pakistan Int'l Airlines,Japan,7
2013,Pakistan Int'l Airlines,Malaysia,10
2013,Pakistan Int'l Airlines,Netherland,0
2013,Pakistan Int'l Airlines,New Zealand,0
2013,Pakistan Int'l Airlines,Norway,3
2013,Pakistan Int'l Airlines,Pakistan,"2,901"
2013,Pakistan Int'l Airlines,Poland,0
2013,Pakistan Int'l Airlines,Republic of Korea,5
2013,Pakistan Int'l Airlines,Russian Federation,0
2013,Pakistan Int'l Airlines,Singapore,6
2013,Pakistan Int'l Airlines,Spain,3
2013,Pakistan Int'l Airlines,Sri Lanka,0
2013,Pakistan Int'l Airlines,Sweden,0
2013,Pakistan Int'l Airlines,Switzerland,0
2013,Pakistan Int'l Airlines,Thailand,2
2013,Pakistan Int'l Airlines,Taiwan,28
2013,Pakistan Int'l Airlines,UK,25
2013,Pakistan Int'l Airlines,USA,169
2013,Pakistan Int'l Airlines,Other,"3,271"
2013,Qatar Airlines,Australia,966
2013,Qatar Airlines,Austria,888
2013,Qatar Airlines,Bangladesh,227
2013,Qatar Airlines,Belgium,"1,240"
2013,Qatar Airlines,Canada,"1,936"
2013,Qatar Airlines,China,582
2013,Qatar Airlines,Czech Republic,83
2013,Qatar Airlines,Denmark,"2,668"
2013,Qatar Airlines,France,"5,414"
2013,Qatar Airlines,Germany,"3,804"
2013,Qatar Airlines,India,"1,883"
2013,Qatar Airlines,Israel,282
2013,Qatar Airlines,Italy,"2,532"
2013,Qatar Airlines,Japan,264
2013,Qatar Airlines,Malaysia,129
2013,Qatar Airlines,Netherland,"2,162"
2013,Qatar Airlines,New Zealand,119
2013,Qatar Airlines,Norway,"1,095"
2013,Qatar Airlines,Pakistan,704
2013,Qatar Airlines,Poland,850
2013,Qatar Airlines,Republic of Korea,131
2013,Qatar Airlines,Russian Federation,"1,503"
2013,Qatar Airlines,Singapore,152
2013,Qatar Airlines,Spain,"2,968"
2013,Qatar Airlines,Sri Lanka,171
2013,Qatar Airlines,Sweden,"1,239"
2013,Qatar Airlines,Switzerland,"1,304"
2013,Qatar Airlines,Thailand,55
2013,Qatar Airlines,Taiwan,18
2013,Qatar Airlines,UK,"7,069"
2013,Qatar Airlines,USA,"5,748"
2013,Qatar Airlines,Other,"5,522"
2013,Jet Lite Ltd,Australia,0
2013,Jet Lite Ltd,Austria,0
2013,Jet Lite Ltd,Bangladesh,0
2013,Jet Lite Ltd,Belgium,0
2013,Jet Lite Ltd,Canada,0
2013,Jet Lite Ltd,China,0
2013,Jet Lite Ltd,Czech Republic,0
2013,Jet Lite Ltd,Denmark,0
2013,Jet Lite Ltd,France,0
2013,Jet Lite Ltd,Germany,"9,505"
2013,Jet Lite Ltd,India,0
2013,Jet Lite Ltd,Israel,0
2013,Jet Lite Ltd,Italy,0
2013,Jet Lite Ltd,Japan,0
2013,Jet Lite Ltd,Malaysia,0
2013,Jet Lite Ltd,Netherland,0
2013,Jet Lite Ltd,New Zealand,0
2013,Jet Lite Ltd,Norway,0
2013,Jet Lite Ltd,Pakistan,0
2013,Jet Lite Ltd,Poland,0
2013,Jet Lite Ltd,Republic of Korea,0
2013,Jet Lite Ltd,Russian Federation,0
2013,Jet Lite Ltd,Singapore,0
2013,Jet Lite Ltd,Spain,0
2013,Jet Lite Ltd,Sri Lanka,0
2013,Jet Lite Ltd,Sweden,0
2013,Jet Lite Ltd,Switzerland,0
2013,Jet Lite Ltd,Thailand,0
2013,Jet Lite Ltd,Taiwan,0
2013,Jet Lite Ltd,UK,0
2013,Jet Lite Ltd,USA,0
2013,Jet Lite Ltd,Other,"16,594"
2013,Spice Jet,Australia,383
2013,Spice Jet,Austria,56
2013,Spice Jet,Bangladesh,96
2013,Spice Jet,Belgium,101
2013,Spice Jet,Canada,336
2013,Spice Jet,China,"1,311"
2013,Spice Jet,Czech Republic,40
2013,Spice Jet,Denmark,82
2013,Spice Jet,France,740
2013,Spice Jet,Germany,462
2013,Spice Jet,India,"41,216"
2013,Spice Jet,Israel,540
2013,Spice Jet,Italy,342
2013,Spice Jet,Japan,298
2013,Spice Jet,Malaysia,120
2013,Spice Jet,Netherland,151
2013,Spice Jet,New Zealand,47
2013,Spice Jet,Norway,45
2013,Spice Jet,Pakistan,24
2013,Spice Jet,Poland,196
2013,Spice Jet,Republic of Korea,274
2013,Spice Jet,Russian Federation,378
2013,Spice Jet,Singapore,49
2013,Spice Jet,Spain,603
2013,Spice Jet,Sri Lanka,39
2013,Spice Jet,Sweden,118
2013,Spice Jet,Switzerland,103
2013,Spice Jet,Thailand,20
2013,Spice Jet,Taiwan,56
2013,Spice Jet,UK,818
2013,Spice Jet,USA,"1,495"
2013,Spice Jet,Other,"2,572"
2013,Thai Airlines,Australia,"4,181"
2013,Thai Airlines,Austria,121
2013,Thai Airlines,Bangladesh,203
2013,Thai Airlines,Belgium,245
2013,Thai Airlines,Canada,906
2013,Thai Airlines,China,584
2013,Thai Airlines,Czech Republic,119
2013,Thai Airlines,Denmark,256
2013,Thai Airlines,France,792
2013,Thai Airlines,Germany,942
2013,Thai Airlines,India,"1,190"
2013,Thai Airlines,Israel,662
2013,Thai Airlines,Italy,566
2013,Thai Airlines,Japan,"9,526"
2013,Thai Airlines,Malaysia,"1,591"
2013,Thai Airlines,Netherland,447
2013,Thai Airlines,New Zealand,360
2013,Thai Airlines,Norway,346
2013,Thai Airlines,Pakistan,176
2013,Thai Airlines,Poland,96
2013,Thai Airlines,Republic of Korea,"2,906"
2013,Thai Airlines,Russian Federation,409
2013,Thai Airlines,Singapore,"1,475"
2013,Thai Airlines,Spain,415
2013,Thai Airlines,Sri Lanka,722
2013,Thai Airlines,Sweden,219
2013,Thai Airlines,Switzerland,381
2013,Thai Airlines,Thailand,"5,858"
2013,Thai Airlines,Taiwan,"1,988"
2013,Thai Airlines,UK,"1,557"
2013,Thai Airlines,USA,"4,981"
2013,Thai Airlines,Other,"4,090"
2013,Oman Air,Australia,93
2013,Oman Air,Austria,213
2013,Oman Air,Bangladesh,9
2013,Oman Air,Belgium,43
2013,Oman Air,Canada,52
2013,Oman Air,China,160
2013,Oman Air,Czech Republic,19
2013,Oman Air,Denmark,61
2013,Oman Air,France,404
2013,Oman Air,Germany,"2,635"
2013,Oman Air,India,365
2013,Oman Air,Israel,62
2013,Oman Air,Italy,316
2013,Oman Air,Japan,22
2013,Oman Air,Malaysia,21
2013,Oman Air,Netherland,67
2013,Oman Air,New Zealand,8
2013,Oman Air,Norway,2
2013,Oman Air,Pakistan,352
2013,Oman Air,Poland,12
2013,Oman Air,Republic of Korea,3
2013,Oman Air,Russian Federation,25
2013,Oman Air,Singapore,22
2013,Oman Air,Spain,40
2013,Oman Air,Sri Lanka,19
2013,Oman Air,Sweden,79
2013,Oman Air,Switzerland,566
2013,Oman Air,Thailand,11
2013,Oman Air,Taiwan,10
2013,Oman Air,UK,"1,402"
2013,Oman Air,USA,263
2013,Oman Air,Other,551
2013,Others/Not specified,Australia,"1,033"
2013,Others/Not specified,Austria,31
2013,Others/Not specified,Bangladesh,"3,263"
2013,Others/Not specified,Belgium,160
2013,Others/Not specified,Canada,256
2013,Others/Not specified,China,755
2013,Others/Not specified,Czech Republic,22
2013,Others/Not specified,Denmark,81
2013,Others/Not specified,France,591
2013,Others/Not specified,Germany,288
2013,Others/Not specified,India,"13,853"
2013,Others/Not specified,Israel,222
2013,Others/Not specified,Italy,87
2013,Others/Not specified,Japan,353
2013,Others/Not specified,Malaysia,"2,726"
2013,Others/Not specified,Netherland,611
2013,Others/Not specified,New Zealand,169
2013,Others/Not specified,Norway,0
2013,Others/Not specified,Pakistan,35
2013,Others/Not specified,Poland,196
2013,Others/Not specified,Republic of Korea,172
2013,Others/Not specified,Russian Federation,158
2013,Others/Not specified,Singapore,225
2013,Others/Not specified,Spain,293
2013,Others/Not specified,Sri Lanka,96
2013,Others/Not specified,Sweden,120
2013,Others/Not specified,Switzerland,74
2013,Others/Not specified,Thailand,164
2013,Others/Not specified,Taiwan,78
2013,Others/Not specified,UK,505
2013,Others/Not specified,USA,991
2013,Others/Not specified,Other,"1,566"
